#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.03		4.2		0.06		2.7		0.03		3.5		1.88		9
0.03		2.7		0.09		3.3		0.03		1.4		0.04		2.9
0.04		2.7		0.08		4		0.03		1.5		0.03		2.7
0.04		2.7		0.09		3.7		0.04		1.7		0.04		2.4
0.04		3.3		0.08		3.4		0.04		1.8		0.04		1.9
0.05		3.9		0.08		3.3		0.04		2		0.05		1.5
0.05		3.5		0.09		3.4		0.04		2		0.05		1.7
0.05		3.5		0.09		3.6		0.04		2.1		0.05		1.7
0.05		4.1		0.09		3.4		0.05		2.2		0.05		1.8
0.04		3.9		0.09		3.5		0.05		2.4		0.05		1.6
0.05		3.8		0.08		3.6		0.05		3.2		0.05		1.8
0.06		4.2		0.09		3.6		0.05		2.6		0.05		1.8
0.07		4.3		0.09		3.7		0.05		2.5		0.04		2.2
0.07		4		0.08		4.5		0.05		3.1		0.05		2.5
0.06		4.4		0.08		5.2		0.05		2.6		0.05		3.4
0.07		4.8		0.08		3.1		0.06		2.4		0.05		2
