#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.06		5.2		0.09		5.8		0.04		3.2		2.38		9
0.07		5.2		0.11		5.6		0.03		2.8		0.06		4
0.07		4.5		0.12		5.5		0.04		2.5		0.05		3.3
0.06		4.8		0.12		5.9		0.05		2.4		0.07		2.7
0.07		5.2		0.13		5.1		0.06		2.6		0.07		2.7
0.06		4.7		0.12		5.2		0.06		3.1		0.06		2.8
0.07		5.1		0.12		5.6		0.06		3.1		0.07		2.9
0.08		5.2		0.13		5.4		0.07		3.4		0.06		2.9
0.09		5.7		0.14		5.5		0.07		3.5		0.07		3
0.09		6		0.13		5.5		0.07		3.7		0.07		2.7
0.1		6.2		0.13		5.4		0.08		4.3		0.07		2.9
0.11		6.7		0.13		5.6		0.08		4		0.07		3
0.12		6.1		0.14		5.9		0.09		3.8		0.07		3.1
0.11		6.1		0.13		5.9		0.08		4		0.08		3.6
0.1		6.4		0.13		6.5		0.07		4		0.07		4.1
0.1		4.2		0.1		4.7		0.09		5.2		0.07		3.2
