#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.06		3.5		0.07		2.9		0.05		4.1		0.08		2.7
0.05		3.2		0.09		3.7		0.05		2.9		0.08		3.6
0.06		3.1		0.09		4.4		0.06		2.7		0.08		3.8
0.07		3.6		0.1		4.2		0.07		2.8		0.1		3.6
0.07		3.7		0.11		3.9		0.07		3.1		0.09		3.3
0.06		3.7		0.1		4.4		0.07		3.4		0.09		3.1
0.07		3.4		0.11		4.3		0.08		3.5		0.08		3.2
0.07		3.8		0.12		4.1		0.08		3.7		0.08		2.9
0.08		4.4		0.12		4.2		0.09		4		0.08		3.2
0.09		4.7		0.1		4.5		0.09		4.2		0.08		3.2
0.1		4.5		0.1		5.3		0.09		5		0.07		3.1
0.1		5.1		0.1		3.8		0.08		4.6		0.07		3.2
0.12		5.3		0.08		4.6		0.1		4.6		0.08		3.6
0.12		5.1		0.08		4.8		0.09		4.7		0.08		4
0.11		6		0.09		4.3		0.08		6.3		0.09		4.4
0.13		7.8		0.08		5.3		0.12		7.4		0.09		3.6
